label;query;ndcg
STEEMER;1;0.4162255143232978
STEEMER;2;0.0
STEEMER;3;0.21380547312348402
STEEMER;4;0.115943489072989
STEEMER;5;0.38163994382253014
STEEMER;6;0.26885870103606746
STEEMER;7;0.13053960882418916
STEEMER;8;0.1433996999547768
STEEMER;9;0.0
STEEMER;10;0.19031326377064928
STEEMER;11;0.48734389866073896
STEEMER;12;0.0
STEEMER;13;0.0
STEEMER;14;0.381669041611935
STEEMER;15;0.08196346139645701
STEEMER;16;0.4598929259742113
STEEMER;17;0.21041535251733817
STEEMER;18;0.2587749260515187
STEEMER;19;0.20798881950586018
STEEMER;20;0.8135538777949609
STEEMER;21;0.054167998773841104
STEEMER;22;0.25328153863624786
STEEMER;23;0.09515663188532464
STEEMER;24;0.13299604351154715
STEEMER;25;0.41913026630571515
STEEMER;26;0.12007430061219553
STEEMER;27;0.153652858326833
STEEMER;28;0.049016044149350534
STEEMER;29;0.06779095235709004
STEEMER;30;0.1666136925029687
STEEMER;31;0.4413007856941649
STEEMER;32;0.23667945690151337
STEEMER;33;0.21248378315909902
STEEMER;34;0.6531474610064953
STEEMER;35;0.14387701334378383
STEEMER;36;0.09332428938502156
STEEMER;37;0.9524216840573377
STEEMER;38;0.19031326377064928
STEEMER;39;0.234883874977871
STEEMER;40;0.36284768360002223
STEEMER;41;0.37372189903231073
STEEMER;42;0.7528868264709474
STEEMER;43;0.1588325348462298
STEEMER;44;0.38962901820537676
STEEMER;45;0.149197994774204
STEEMER;46;0.2079958018533789
STEEMER;47;0.018961994278708483
STEEMER;48;0.03371729383645298
STEEMER;49;0.747069940789004
STEEMER;50;0.14599984615314218
STEEMER;51;0.21064525904511144
STEEMER;52;0.0
STEEMER;53;0.2924721238396326
STEEMER;54;0.5149416282181668
STEEMER;55;0.0
STEEMER;56;0.09634684940316324
STEEMER;57;0.19938548065771242
STEEMER;58;0.26442866940250714
STEEMER;59;0.05521741525773259
STEEMER;60;0.0
STEEMER;61;0.43038144236739767
STEEMER;62;0.2059037592426568
STEEMER;63;0.07024033079658229
STEEMER;64;0.07088540421182846
STEEMER;65;0.357769184200175
STEEMER;66;0.13454077259594094
STEEMER;67;0.18592212331629604
STEEMER;68;0.20292266826119235
STEEMER;69;0.08584280294481202
STEEMER;70;0.12870614341169656
STEEMER;71;0.14391679981003822
STEEMER;72;0.18298673973932275
STEEMER;73;0.28569046912884327
STEEMER;74;0.33149558223688164
STEEMER;75;0.1567346531549875
STEEMER;76;0.33725946892734
STEEMER;77;0.5494063797702666
STEEMER;78;0.18518741273409065
STEEMER;79;0.234277603951386
STEEMER;80;0.15219200119589427
STEEMER;81;0.31750973707274865
STEEMER;82;0.19031326377064928
STEEMER;83;0.37463703959502626
STEEMER;84;0.4670572953760741
STEEMER;85;0.028338959893409246
STEEMER;86;0.34602856902440726
STEEMER;87;0.11885551298776165
STEEMER;88;0.0
STEEMER;89;0.04325032986197406
STEEMER;90;0.45520234136769694
STEEMER;91;0.39251438951572615
STEEMER;92;0.36788648967811977
STEEMER;94;0.3670073393439077
STEEMER;95;0.08916371902648534
STEEMER;96;0.0
STEEMER;97;0.07436586049795997
STEEMER;98;0.0
STEEMER;99;0.0
STEEMER;100;0.35426235314761134
